"","subject","question.x","time","n_q","question.y","id"
"311","Money Market Funds","In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money.","Tuesday, August 14th, 2012 11:47 am",3,"The way in which money market funds normally trade <U+2013> at one dollar per share, even though the per-share value of the assets backing them varies over time <U+2013> made them vulnerable to a run in 2008 before they received taxpayer guarantees.",176
"312","Money Market Funds","In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money.","Tuesday, August 14th, 2012 11:47 am",3,"Taxpayers would be better protected if each money market fund in the U.S. were instead required to trade at its floating net asset value.",177
"313","Money Market Funds","In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money.","Tuesday, August 14th, 2012 11:47 am",3,"In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money.",178
"314","Obesity and Soft Drinks","Taxes or bans on large bottles of soft drinks containing sugar are not likely to have a significant effect on obesity rates because people will substitute towards consuming excessive calories in other ways.","Tuesday, August 7th, 2012 11:27 am",1,"Taxes or bans on large bottles of soft drinks containing sugar are not likely to have a significant effect on obesity rates because people will substitute towards consuming excessive calories in other ways.",179
"315","Online Sales Taxes","Subjecting online sales from out-of-state vendors to the same retail sales taxes imposed on in-state sales would raise more tax revenue in the states making this change while reducing the pro-online bias of current policy.","Tuesday, July 31st, 2012 11:47 am",1,"Subjecting online sales from out-of-state vendors to the same retail sales taxes imposed on in-state sales would raise more tax revenue in the states making this change while reducing the pro-online bias of current policy.",180
"316","Cable-Satellite TV Fees","Consumers would not necessarily be better off if cable and satellite TV firms were required to offer a la carte pricing for individual channels, because the networks' programming charges and the satellite-and-cable fees could adjust in response to this rule.","Tuesday, July 24th, 2012 11:32 am",1,"Consumers would not necessarily be better off if cable and satellite TV firms were required to offer a la carte pricing for individual channels, because the networks' programming charges and the satellite-and-cable fees could adjust in response to this rule.",181
"317","Healthcare and Taxes","Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.","Wednesday, July 18th, 2012 8:59 am",1,"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",182
"318","Europe","Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.","Tuesday, July 3rd, 2012 4:07 pm",1,"Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.",183
"319","Europe","Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.","Tuesday, July 3rd, 2012 4:07 pm",1,"If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more <U+2014> because of output and asset losses <U+2014> than it would be by an unconditional bailout.<br>",184
"320","Europe","Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.","Tuesday, July 3rd, 2012 4:07 pm",1,"The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.",185
"321","Europe","If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more <U+2014> because of output and asset losses <U+2014> than it would be by an unconditional bailout.<br>","Tuesday, July 3rd, 2012 4:07 pm",2,"Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.",183
"322","Europe","If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more <U+2014> because of output and asset losses <U+2014> than it would be by an unconditional bailout.<br>","Tuesday, July 3rd, 2012 4:07 pm",2,"If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more <U+2014> because of output and asset losses <U+2014> than it would be by an unconditional bailout.<br>",184
"323","Europe","If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more <U+2014> because of output and asset losses <U+2014> than it would be by an unconditional bailout.<br>","Tuesday, July 3rd, 2012 4:07 pm",2,"The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.",185
"324","Europe","The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.","Tuesday, July 3rd, 2012 4:07 pm",3,"Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.",183
"325","Europe","The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.","Tuesday, July 3rd, 2012 4:07 pm",3,"If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more <U+2014> because of output and asset losses <U+2014> than it would be by an unconditional bailout.<br>",184
"326","Europe","The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.","Tuesday, July 3rd, 2012 4:07 pm",3,"The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.",185
"327","Laffer Curve","A cut in federal income tax rates in the US right now would lead to higher GDP within five years thanwithout the tax cut.","Tuesday, June 26th, 2012 8:04 pm",1,"A cut in federal income tax rates in the US right now would lead to higher GDP within five years thanwithout the tax cut.",186
"328","Laffer Curve","A cut in federal income tax rates in the US right now would lead to higher GDP within five years thanwithout the tax cut.","Tuesday, June 26th, 2012 8:04 pm",1,"A cut in federal income tax rates in the US right now would raise taxable income enough so that the annual total tax revenue would be higher within five years than without the tax cut.",187
"329","Laffer Curve","A cut in federal income tax rates in the US right now would raise taxable income enough so that the annual total tax revenue would be higher within five years than without the tax cut.","Tuesday, June 26th, 2012 8:04 pm",2,"A cut in federal income tax rates in the US right now would lead to higher GDP within five years thanwithout the tax cut.",186
"330","Laffer Curve","A cut in federal income tax rates in the US right now would raise taxable income enough so that the annual total tax revenue would be higher within five years than without the tax cut.","Tuesday, June 26th, 2012 8:04 pm",2,"A cut in federal income tax rates in the US right now would raise taxable income enough so that the annual total tax revenue would be higher within five years than without the tax cut.",187
"331","China-US Trade","Trade with China makes most Americans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.","Tuesday, June 19th, 2012 9:31 am",1,"Trade with China makes most Americans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.",188
"332","China-US Trade","Trade with China makes most Americans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.","Tuesday, June 19th, 2012 9:31 am",1,"Some Americans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.",189
"333","China-US Trade","Some Americans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.","Tuesday, June 19th, 2012 9:31 am",2,"Trade with China makes most Americans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.",188
"334","China-US Trade","Some Americans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.","Tuesday, June 19th, 2012 9:31 am",2,"Some Americans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.",189
"335","College Tuition","An important reason why private college and university tuition has risen faster than the CPI during the past few decades is because competition for faculty members <U+2014> whose potential earnings in other sectors have steadily improved <U+2014> has driven up their pay faster than their productivity.","Tuesday, June 12th, 2012 9:39 am",1,"An important reason why private college and university tuition has risen faster than the CPI during the past few decades is because competition for faculty members <U+2014> whose potential earnings in other sectors have steadily improved <U+2014> has driven up their pay faster than their productivity.",190
"336","Fiscal Cliff","If the fiscal changes that are planned under current US law take place next year <U+2014> including Bush era tax cuts expiring, Medicare payment rates to doctors being cut, the AMT applying to many more taxpayers, and automatic cuts in defense and non-defense discretionary spending kicking in <U+2014> then US real GDP growth in 2013 will be lower than it would be under the CBO's <a href=""http://www.cbo.gov/publication/43079"" target=""_blank"">alternative fiscal scenario</a>, in which the above changes do not occur.","Tuesday, June 5th, 2012 9:14 am",1,"If the fiscal changes that are planned under current US law take place next year <U+2014> including Bush era tax cuts expiring, Medicare payment rates to doctors being cut, the AMT applying to many more taxpayers, and automatic cuts in defense and non-defense discretionary spending kicking in <U+2014> then US real GDP growth in 2013 will be lower than it would be under the CBO's <a href=""http://www.cbo.gov/publication/43079"" target=""_blank"">alternative fiscal scenario</a>, in which the above changes do not occur.",191
"337","Fracking","New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandiseexports.","Wednesday, May 23rd, 2012 8:05 pm",1,"New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandiseexports.",192
"338","Cuba¡¯s Economy","Cuba¡¯s low per-capita income growth <U+2014> 1.2 percent per year since 1960 <U+2014>has more to do with Cuba¡¯s own economic policies than with the U.S. embargo on trade and tourism.","Tuesday, May 15th, 2012 8:05 pm",1,"Cuba¡¯s low per-capita income growth <U+2014> 1.2 percent per year since 1960 <U+2014>has more to do with Cuba¡¯s own economic policies than with the U.S. embargo on trade and tourism.",193
"339","French Labor Policies","Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time.","Tuesday, May 8th, 2012 9:38 am",1,"Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time.",194
"340","French Labor Policies","Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time.","Tuesday, May 8th, 2012 9:38 am",1,"France¡¯s overall employment is higher today because of the 35 hour work week than it would be without a limit on weekly hours.",195
"341","French Labor Policies","France¡¯s overall employment is higher today because of the 35 hour work week than it would be without a limit on weekly hours.","Tuesday, May 8th, 2012 9:38 am",2,"Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time.",194
"342","French Labor Policies","France¡¯s overall employment is higher today because of the 35 hour work week than it would be without a limit on weekly hours.","Tuesday, May 8th, 2012 9:38 am",2,"France¡¯s overall employment is higher today because of the 35 hour work week than it would be without a limit on weekly hours.",195
"343","Price Gouging","Connecticut should pass its Senate Bill 60, <a href=""http://www.cga.ct.gov/2012/TOB/S/2012SB-00060-R00-SB.htm"" target=""_blank""> which states</a> that during a ¡°severe weather event emergency, no person within the chain of distribution of consumer goods and services shall sell or offer to sell consumer goods or services for a price that is unconscionably excessive.¡±","Wednesday, May 2nd, 2012 9:24 am",1,"Connecticut should pass its Senate Bill 60, <a href=""http://www.cga.ct.gov/2012/TOB/S/2012SB-00060-R00-SB.htm"" target=""_blank""> which states</a> that during a ¡°severe weather event emergency, no person within the chain of distribution of consumer goods and services shall sell or offer to sell consumer goods or services for a price that is unconscionably excessive.¡±",196
"344","Security Screening","The former head of the Transportation Security Administration is correct in arguing that randomizing airport ¡°security procedures encountered by passengers (additional upper-torso pat-downs, a thorough bag search, a swab test of carry-ons, etc.), while not subjecting everyone to the full gamut"" would make it ""<a href=""http://online.wsj.com/article/SB10001424052702303815404577335783535660546.html?KEYWORDS=tsa"" target=""_blank"">much harder for terrorists to learn how to evade security procedures</a>.""","Monday, April 23rd, 2012 3:20 pm",1,"The former head of the Transportation Security Administration is correct in arguing that randomizing airport ¡°security procedures encountered by passengers (additional upper-torso pat-downs, a thorough bag search, a swab test of carry-ons, etc.), while not subjecting everyone to the full gamut"" would make it ""<a href=""http://online.wsj.com/article/SB10001424052702303815404577335783535660546.html?KEYWORDS=tsa"" target=""_blank"">much harder for terrorists to learn how to evade security procedures</a>.""",197
"345","Ticket Resale","Laws that limit the resale of tickets for entertainment and sports events make potential audience members for those events worse off on average.","Monday, April 16th, 2012 2:01 pm",1,"Laws that limit the resale of tickets for entertainment and sports events make potential audience members for those events worse off on average.",198
"346","Fannie and Freddie","Prior to the crisis, the benefits from the funding advantage that Fannie Mae and Freddie Mac had by virtue of perceived government support mostly went to their shareholders, rather than into substantially lower interest rates on residential mortgages.","Monday, April 9th, 2012 4:05 pm",1,"Prior to the crisis, the benefits from the funding advantage that Fannie Mae and Freddie Mac had by virtue of perceived government support mostly went to their shareholders, rather than into substantially lower interest rates on residential mortgages.",199
"347","School Vouchers","If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off.","Tuesday, April 3rd, 2012 11:10 am",1,"If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off.",200
"348","School Vouchers","If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off.","Tuesday, April 3rd, 2012 11:10 am",1,"The main drawback to allowing all public school students to take the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that theycould use towards covering the costs of any private school or public school of their choice (e.g. charter schools) would be that some students would not make an active choice and would be left with much worse peers and a weaker school.",201
"349","School Vouchers","The main drawback to allowing all public school students to take the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that theycould use towards covering the costs of any private school or public school of their choice (e.g. charter schools) would be that some students would not make an active choice and would be left with much worse peers and a weaker school.","Tuesday, April 3rd, 2012 11:10 am",2,"If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off.",200
"350","School Vouchers","The main drawback to allowing all public school students to take the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that theycould use towards covering the costs of any private school or public school of their choice (e.g. charter schools) would be that some students would not make an active choice and would be left with much worse peers and a weaker school.","Tuesday, April 3rd, 2012 11:10 am",2,"The main drawback to allowing all public school students to take the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that theycould use towards covering the costs of any private school or public school of their choice (e.g. charter schools) would be that some students would not make an active choice and would be left with much worse peers and a weaker school.",201
"351","Too Big to Fail","The average size of the 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) would be substantially smaller if they did not have implicit government support.","Wednesday, March 28th, 2012 8:06 pm",1,"The average size of the 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) would be substantially smaller if they did not have implicit government support.",202
"352","Too Big to Fail","The average size of the 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) would be substantially smaller if they did not have implicit government support.","Wednesday, March 28th, 2012 8:06 pm",1,"The 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) are big primarily because of economies of scale and scope, rather than because of implicit government support.",203
"353","Too Big to Fail","The 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) are big primarily because of economies of scale and scope, rather than because of implicit government support.","Wednesday, March 28th, 2012 8:06 pm",2,"The average size of the 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) would be substantially smaller if they did not have implicit government support.",202
"354","Too Big to Fail","The 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) are big primarily because of economies of scale and scope, rather than because of implicit government support.","Wednesday, March 28th, 2012 8:06 pm",2,"The 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) are big primarily because of economies of scale and scope, rather than because of implicit government support.",203
"355","Gasoline Prices","Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.","Monday, March 19th, 2012 8:05 pm",1,"Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.",204
"356","Free Trade","Freer trade improves productive efficiency and offers consumers better choices, and in the long run these gains are much larger than any effects on employment.","Tuesday, March 13th, 2012 9:18 am",1,"Freer trade improves productive efficiency and offers consumers better choices, and in the long run these gains are much larger than any effects on employment.",205
"357","Free Trade","Freer trade improves productive efficiency and offers consumers better choices, and in the long run these gains are much larger than any effects on employment.","Tuesday, March 13th, 2012 9:18 am",1,"On average, citizens of the U.S. have been better off with the North American Free Trade Agreement than they would have been if the trade rules for the U.S., Canada and Mexico prior to NAFTA had remained in place.",206
"358","Free Trade","On average, citizens of the U.S. have been better off with the North American Free Trade Agreement than they would have been if the trade rules for the U.S., Canada and Mexico prior to NAFTA had remained in place.","Tuesday, March 13th, 2012 9:18 am",2,"Freer trade improves productive efficiency and offers consumers better choices, and in the long run these gains are much larger than any effects on employment.",205
"359","Free Trade","On average, citizens of the U.S. have been better off with the North American Free Trade Agreement than they would have been if the trade rules for the U.S., Canada and Mexico prior to NAFTA had remained in place.","Tuesday, March 13th, 2012 9:18 am",2,"On average, citizens of the U.S. have been better off with the North American Free Trade Agreement than they would have been if the trade rules for the U.S., Canada and Mexico prior to NAFTA had remained in place.",206
"360","Bank Bailouts","Because the U.S. Treasury bailed out and backstopped banks (by injecting equity into them in late 2008, and later committing to provide public capital to any banks that failed the stress tests and could not raise private capital), the U.S. unemployment rate was lower at the end of 2010 than it would have been without these measures.","Tuesday, March 6th, 2012 8:06 pm",1,"Because the U.S. Treasury bailed out and backstopped banks (by injecting equity into them in late 2008, and later committing to provide public capital to any banks that failed the stress tests and could not raise private capital), the U.S. unemployment rate was lower at the end of 2010 than it would have been without these measures.",207
"361","Health-Care Licensing","Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.","Wednesday, February 29th, 2012 10:44 am",1,"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.",208
"362","Short Selling","Bans on the short selling of financial securities, such as stocks and government bonds, leadto prices that are further, on average, from their fundamental values.","Monday, February 20th, 2012 2:15 pm",1,"Bans on the short selling of financial securities, such as stocks and government bonds, leadto prices that are further, on average, from their fundamental values.",209
"363","Economic Stimulus","Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate waslower at the end of 2010 than it would have been without the stimulus bill.","Wednesday, February 15th, 2012 8:41 am",1,"Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate waslower at the end of 2010 than it would have been without the stimulus bill.",210
"364","Economic Stimulus","Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate waslower at the end of 2010 than it would have been without the stimulus bill.","Wednesday, February 15th, 2012 8:41 am",1,"Taking into account all of the ARRA¡¯s economic consequences <U+2014> including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects <U+2014> the benefits of the stimulus will end up exceeding its costs.",211
"365","Economic Stimulus","Taking into account all of the ARRA¡¯s economic consequences <U+2014> including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects <U+2014> the benefits of the stimulus will end up exceeding its costs.","Wednesday, February 15th, 2012 8:41 am",2,"Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate waslower at the end of 2010 than it would have been without the stimulus bill.",210
"366","Economic Stimulus","Taking into account all of the ARRA¡¯s economic consequences <U+2014> including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects <U+2014> the benefits of the stimulus will end up exceeding its costs.","Wednesday, February 15th, 2012 8:41 am",2,"Taking into account all of the ARRA¡¯s economic consequences <U+2014> including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects <U+2014> the benefits of the stimulus will end up exceeding its costs.",211
"367","Rent Control","Local ordinances that limit rent increases for some rental housing units, such as in <a href=""http://www.housingnyc.com/html/resources/faq/rentcontrol.html"" target=""_blank"">New York</a> and <a href=""http://www.sfrb.org/index.aspx?page=1252"" target=""_blank"">San Francisco</a>, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.","Tuesday, February 7th, 2012 8:08 am",1,"Local ordinances that limit rent increases for some rental housing units, such as in <a href=""http://www.housingnyc.com/html/resources/faq/rentcontrol.html"" target=""_blank"">New York</a> and <a href=""http://www.sfrb.org/index.aspx?page=1252"" target=""_blank"">San Francisco</a>, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",212
"368","Executive Pay","Thetypical<U+00A0>chief executive officer of a publicly traded corporation in theU.S. is paid more than<U+00A0>his or<U+00A0>her<U+00A0>marginal contributionto<U+00A0>the<U+00A0>firm's value.","Tuesday, January 31st, 2012 10:42 am",1,"Thetypical<U+00A0>chief executive officer of a publicly traded corporation in theU.S. is paid more than<U+00A0>his or<U+00A0>her<U+00A0>marginal contributionto<U+00A0>the<U+00A0>firm's value.",213
"369","Executive Pay","Thetypical<U+00A0>chief executive officer of a publicly traded corporation in theU.S. is paid more than<U+00A0>his or<U+00A0>her<U+00A0>marginal contributionto<U+00A0>the<U+00A0>firm's value.","Tuesday, January 31st, 2012 10:42 am",1,"Mandating that U.S. publicly listed corporations must allowshareholders to cast a non-binding vote on executive compensation was a goodidea.",214
"370","Executive Pay","Mandating that U.S. publicly listed corporations must allowshareholders to cast a non-binding vote on executive compensation was a goodidea.","Tuesday, January 31st, 2012 10:42 am",2,"Thetypical<U+00A0>chief executive officer of a publicly traded corporation in theU.S. is paid more than<U+00A0>his or<U+00A0>her<U+00A0>marginal contributionto<U+00A0>the<U+00A0>firm's value.",213
"371","Executive Pay","Mandating that U.S. publicly listed corporations must allowshareholders to cast a non-binding vote on executive compensation was a goodidea.","Tuesday, January 31st, 2012 10:42 am",2,"Mandating that U.S. publicly listed corporations must allowshareholders to cast a non-binding vote on executive compensation was a goodidea.",214
"372","Inequality and Skills","One of the leadingreasons for rising U.S. income inequality over the past three decades is thattechnological change has affected workers with some skill sets differently thanothers.","Tuesday, January 24th, 2012 9:13 am",1,"One of the leadingreasons for rising U.S. income inequality over the past three decades is thattechnological change has affected workers with some skill sets differently thanothers.",215
"373","Gold Standard","If the US replacedits<U+00A0>discretionary monetary policy regime<U+00A0>with a gold standard,defining a ""dollar"" as a specific number of ounces of gold, theprice-stability and employment outcomes would be better for the averageAmerican.<br>","Thursday, January 12th, 2012 9:54 am",1,"If the US replacedits<U+00A0>discretionary monetary policy regime<U+00A0>with a gold standard,defining a ""dollar"" as a specific number of ounces of gold, theprice-stability and employment outcomes would be better for the averageAmerican.<br>",216
"374","Gold Standard","If the US replacedits<U+00A0>discretionary monetary policy regime<U+00A0>with a gold standard,defining a ""dollar"" as a specific number of ounces of gold, theprice-stability and employment outcomes would be better for the averageAmerican.<br>","Thursday, January 12th, 2012 9:54 am",1,"There are many factorsbesides US inflation risk that influence the current dollar price of gold.",217
"375","Gold Standard","There are many factorsbesides US inflation risk that influence the current dollar price of gold.","Thursday, January 12th, 2012 9:54 am",2,"If the US replacedits<U+00A0>discretionary monetary policy regime<U+00A0>with a gold standard,defining a ""dollar"" as a specific number of ounces of gold, theprice-stability and employment outcomes would be better for the averageAmerican.<br>",216
"376","Gold Standard","There are many factorsbesides US inflation risk that influence the current dollar price of gold.","Thursday, January 12th, 2012 9:54 am",2,"There are many factorsbesides US inflation risk that influence the current dollar price of gold.",217
"377","Congestion Pricing","In general,using<U+00A0>more<U+00A0>congestion<U+00A0>charges<U+00A0>in crowded transportationnetworks <U+2014> such as higher tolls during peak travel times in cities, and peakfees for airplane takeoff and landing slots <U+2014><U+00A0>and<U+00A0>using the proceedsto lower other taxes<U+00A0>would make citizens on average better off.","Wednesday, January 11th, 2012 12:41 pm",1,"In general,using<U+00A0>more<U+00A0>congestion<U+00A0>charges<U+00A0>in crowded transportationnetworks <U+2014> such as higher tolls during peak travel times in cities, and peakfees for airplane takeoff and landing slots <U+2014><U+00A0>and<U+00A0>using the proceedsto lower other taxes<U+00A0>would make citizens on average better off.",218
"378","Carbon Tax","A tax on the carbon content of fuels would be a<U+00A0>less expensive<U+00A0>way to reduce carbon-dioxide emissions than would a collection of policies such as ¡°corporate average fuel economy¡± requirements for automobiles.","Tuesday, December 20th, 2011 1:48 pm",1,"A tax on the carbon content of fuels would be a<U+00A0>less expensive<U+00A0>way to reduce carbon-dioxide emissions than would a collection of policies such as ¡°corporate average fuel economy¡± requirements for automobiles.",219
"379","Drug Use Policies","Allelse equal, making drugs illegal raises street prices for those drugs becausesuppliers require extra compensation for the risk of incarceration and otherpunishments.","Monday, December 12th, 2011 11:21 am",1,"Allelse equal, making drugs illegal raises street prices for those drugs becausesuppliers require extra compensation for the risk of incarceration and otherpunishments.",220
"380","Drug Use Policies","Allelse equal, making drugs illegal raises street prices for those drugs becausesuppliers require extra compensation for the risk of incarceration and otherpunishments.","Monday, December 12th, 2011 11:21 am",1,"The Netherlands restrictions on ¡°soft drugs¡± combined with a moderate taxaimed at deterring their consumption would have lower social costs thancontinuing to prohibit use of those drugs as in the US. <a href=""http://translate.google.com/translate?hl=en&amp;sl=nl&amp;u=http://www.rijksoverheid.nl/onderwerpen/drugs/vraag-en-antwoord/over-hoeveel-gram-softdrugs-mag-ik-als-gebruiker-beschikken.html&amp;ei=VazgTtW-CIGW2QX5irHmBA&amp;sa=X&amp;oi=translate&amp;ct=result&amp;resnum=10&amp;ved=0CHIQ7gEwCQ&amp;prev=/search%3Fq%3Dgedoogbeleid%26hl%3Den%26client%3Dfirefox-a%26hs%3DD4d%26rls%3Dorg.mozilla:en-US:official%26prmd%3Dimvns"" target=""_blank"">(Click here for asummary of the Netherlands restrictions.)</a>",221
"381","Drug Use Policies","The Netherlands restrictions on ¡°soft drugs¡± combined with a moderate taxaimed at deterring their consumption would have lower social costs thancontinuing to prohibit use of those drugs as in the US. <a href=""http://translate.google.com/translate?hl=en&amp;sl=nl&amp;u=http://www.rijksoverheid.nl/onderwerpen/drugs/vraag-en-antwoord/over-hoeveel-gram-softdrugs-mag-ik-als-gebruiker-beschikken.html&amp;ei=VazgTtW-CIGW2QX5irHmBA&amp;sa=X&amp;oi=translate&amp;ct=result&amp;resnum=10&amp;ved=0CHIQ7gEwCQ&amp;prev=/search%3Fq%3Dgedoogbeleid%26hl%3Den%26client%3Dfirefox-a%26hs%3DD4d%26rls%3Dorg.mozilla:en-US:official%26prmd%3Dimvns"" target=""_blank"">(Click here for asummary of the Netherlands restrictions.)</a>","Monday, December 12th, 2011 11:21 am",2,"Allelse equal, making drugs illegal raises street prices for those drugs becausesuppliers require extra compensation for the risk of incarceration and otherpunishments.",220
